cgpa,current_semester,total_semesters,min_cgpa_required,cgpa_gap,skills_overlap_count,skills_overlap_pct,location_match,type_preference_match,graduation_year_match,financial_need,is_scholarship,days_until_deadline,urgency_score,quality_signal,match_score
3.86,4,6,3.0,0.86,7,0.875,0,0,1,0,0,51,0.2154,0.875,0.7264
2.04,4,6,2.8,-0.76,7,0.875,0,1,0,0,0,44,0.2414,0.0,0.3018
3.85,6,7,3.0,0.85,0,0.0,1,1,1,0,1,50,0.2188,0.0,0.7061
3.9,7,9,2.5,1.4,7,0.875,1,1,0,0,0,11,0.56,0.875,0.7615
2.02,3,6,2.8,-0.78,0,0.0,0,1,0,0,0,69,0.1687,0.0,0.1094
3.53,5,6,2.8,0.73,7,0.875,1,1,1,1,0,85,0.1414,0.875,0.9696
3.94,4,6,0.0,3.94,6,0.75,0,1,1,1,0,43,0.2456,0.75,0.8266
3.81,6,6,2.8,1.01,7,0.875,1,1,1,0,1,78,0.1522,0.875,1.0
3.94,7,10,3.0,0.94,4,0.5,1,1,1,1,0,12,0.5385,0.5,0.8455
3.1,7,9,2.8,0.3,1,0.125,1,0,1,0,0,66,0.175,0.125,0.6603
2.16,7,9,0.0,2.16,1,0.125,1,0,1,0,0,30,0.3182,0.125,0.5823
3.7,7,7,3.0,0.7,1,0.125,0,0,1,0,0,61,0.1867,0.125,0.4491
3.23,7,9,2.5,0.73,7,0.875,0,1,1,0,0,52,0.2121,0.875,0.7771
3.23,5,9,0.0,3.23,4,0.5,1,1,0,0,1,4,0.7778,0.5,0.7072
2.83,5,8,2.5,0.33,1,0.125,1,0,1,1,0,32,0.3043,0.125,0.6527
3.14,10,10,2.8,0.34,1,0.125,1,1,1,0,0,40,0.2593,0.125,0.6602
2.31,5,8,2.5,-0.19,0,0.0,1,1,1,0,0,74,0.1591,0.0,0.4849
3.48,4,7,3.0,0.48,2,0.25,0,0,1,0,1,10,0.5833,0.25,0.5979
2.15,5,9,2.5,-0.35,6,0.75,1,1,1,0,0,86,0.14,0.0,0.6399
3.46,9,10,3.0,0.46,8,1.0,1,1,1,0,0,5,0.7368,1.0,0.9566
3.7,6,10,2.5,1.2,5,0.625,0,0,1,0,0,22,0.3889,0.625,0.6201
2.94,5,8,3.0,-0.06,8,1.0,0,1,1,0,0,13,0.5185,0.0,0.6324
3.02,7,8,3.0,0.02,3,0.375,1,0,0,0,0,81,0.1474,0.375,0.5149
2.62,10,10,2.8,-0.18,2,0.25,0,1,1,0,0,52,0.2121,0.0,0.5097
3.94,6,9,0.0,3.94,6,0.75,1,1,1,1,1,65,0.1772,0.75,0.9886
3.47,5,8,2.8,0.67,1,0.125,1,1,1,1,0,62,0.1842,0.125,0.664
2.74,3,7,3.5,-0.76,8,1.0,1,1,1,0,0,53,0.209,0.0,0.6126
2.35,8,10,3.5,-1.15,7,0.875,1,0,1,1,0,27,0.3415,0.0,0.5096
2.44,10,10,2.5,-0.06,0,0.0,1,1,0,1,0,12,0.5385,0.0,0.2675
2.93,3,6,3.0,-0.07,1,0.125,1,1,1,0,0,40,0.2593,0.0,0.5079
3.89,3,6,2.5,1.39,5,0.625,1,1,0,1,1,37,0.2745,0.625,0.7359
3.47,3,6,2.5,0.97,6,0.75,0,1,0,0,0,40,0.2593,0.75,0.6344
2.43,7,7,3.0,-0.57,1,0.125,1,1,1,1,0,90,0.1346,0.0,0.3216
3.72,4,6,2.8,0.92,6,0.75,0,0,1,0,1,12,0.5385,0.75,0.7119
2.76,9,10,2.8,-0.04,4,0.5,0,1,1,0,0,59,0.1918,0.0,0.5317
3.7,9,10,3.2,0.5,6,0.75,1,1,1,1,0,15,0.4828,0.75,0.9599
2.48,5,6,2.5,-0.02,3,0.375,0,1,1,1,0,54,0.2059,0.0,0.5939
3.24,8,10,3.0,0.24,4,0.5,0,1,1,0,0,61,0.1867,0.5,0.7704
3.85,4,6,2.8,1.05,3,0.375,0,1,1,1,0,4,0.7778,0.375,0.6708
2.52,7,9,0.0,2.52,1,0.125,1,1,1,1,0,42,0.25,0.125,0.6998
3.39,3,7,2.8,0.59,1,0.125,1,1,0,1,0,29,0.3256,0.125,0.5067
3.97,4,6,3.5,0.47,1,0.125,0,1,1,1,0,44,0.2414,0.125,0.6365
2.3,8,8,2.8,-0.5,7,0.875,1,1,1,1,0,44,0.2414,0.0,0.6897
2.18,6,10,0.0,2.18,3,0.375,0,1,1,0,1,43,0.2456,0.375,0.7444
3.35,10,10,3.0,0.35,3,0.375,1,0,1,1,0,58,0.1944,0.375,0.7102
2.68,4,6,3.5,-0.82,7,0.875,0,1,1,0,0,19,0.4242,0.0,0.5
2.14,7,10,3.2,-1.06,7,0.875,1,0,1,1,0,78,0.1522,0.0,0.5593
2.95,3,7,2.8,0.15,2,0.25,1,1,1,1,0,76,0.1556,0.25,0.7686
3.51,7,8,2.8,0.71,3,0.375,1,1,0,1,0,42,0.25,0.375,0.5909
2.57,2,6,2.8,-0.23,3,0.375,1,1,1,0,1,82,0.1458,0.0,0.5803
2.67,8,10,3.2,-0.53,7,0.875,0,1,1,0,1,25,0.359,0.0,0.4147
3.69,5,9,3.2,0.49,6,0.75,1,1,1,0,0,19,0.4242,0.75,0.9884
3.04,9,9,3.2,-0.16,4,0.5,1,0,1,0,0,26,0.35,0.0,0.587
3.69,5,9,2.8,0.89,2,0.25,1,1,1,1,0,71,0.1647,0.25,0.6877
2.89,10,10,0.0,2.89,3,0.375,1,1,1,1,0,13,0.5185,0.375,0.8288
3.91,4,6,2.8,1.11,0,0.0,0,0,0,1,0,28,0.3333,0.0,0.2879
3.3,3,7,2.5,0.8,6,0.75,0,0,0,0,1,14,0.5,0.75,0.577
2.23,5,6,0.0,2.23,8,1.0,0,1,1,1,0,40,0.2593,1.0,0.853
3.77,8,8,2.8,0.97,7,0.875,1,1,1,1,0,28,0.3333,0.875,0.8895
2.98,5,8,3.0,-0.02,2,0.25,1,1,0,1,1,74,0.1591,0.0,0.4411
2.28,6,6,3.2,-0.92,4,0.5,0,1,1,0,0,69,0.1687,0.0,0.4041
2.31,8,9,3.0,-0.69,8,1.0,1,1,1,1,0,80,0.1489,0.0,0.5511
3.38,5,6,3.2,0.18,3,0.375,1,0,1,0,1,38,0.2692,0.375,0.7234
2.09,6,9,3.0,-0.91,7,0.875,1,1,1,0,0,48,0.2258,0.0,0.6157
2.57,5,9,3.0,-0.43,5,0.625,1,1,1,1,0,78,0.1522,0.0,0.6399
2.28,8,10,0.0,2.28,4,0.5,1,1,1,1,0,65,0.1772,0.5,0.8492
2.88,6,6,3.0,-0.12,5,0.625,0,1,0,0,0,86,0.14,0.0,0.3215
2.83,8,10,0.0,2.83,2,0.25,1,0,1,1,0,89,0.1359,0.25,0.7081
3.04,7,8,0.0,3.04,3,0.375,0,0,1,1,1,7,0.6667,0.375,0.6354
2.56,9,10,2.5,0.06,2,0.25,0,1,1,0,0,22,0.3889,0.25,0.6701
2.06,6,9,3.2,-1.14,6,0.75,1,1,0,0,0,64,0.1795,0.0,0.421
3.23,5,9,3.0,0.23,5,0.625,1,1,1,0,1,9,0.6087,0.625,0.8962
2.75,6,6,3.5,-0.75,3,0.375,1,1,1,1,1,8,0.6364,0.0,0.5005
3.3,8,9,3.5,-0.2,7,0.875,0,1,1,1,1,13,0.5185,0.0,0.6139
2.22,6,8,3.2,-0.98,4,0.5,1,1,0,0,1,7,0.6667,0.0,0.3775
2.03,8,10,0.0,2.03,8,1.0,1,0,1,0,1,60,0.1892,1.0,0.8353
2.5,9,9,3.2,-0.7,5,0.625,1,0,1,0,1,25,0.359,0.0,0.4647
2.91,5,6,3.2,-0.29,7,0.875,1,1,1,0,0,85,0.1414,0.0,0.7394
2.79,9,10,3.2,-0.41,8,1.0,1,1,1,1,0,10,0.5833,0.0,0.6837
3.62,5,6,2.5,1.12,2,0.25,1,1,1,0,0,42,0.25,0.25,0.7731
2.76,4,7,0.0,2.76,2,0.25,1,0,1,0,0,60,0.1892,0.25,0.6686
3.06,6,7,3.5,-0.44,7,0.875,1,1,1,0,0,33,0.2979,0.0,0.5957
3.19,10,10,2.5,0.69,2,0.25,1,0,1,1,0,65,0.1772,0.25,0.6608
2.04,3,6,2.8,-0.76,6,0.75,1,0,1,0,0,76,0.1556,0.0,0.5136
3.03,8,10,2.8,0.23,1,0.125,1,1,1,0,0,58,0.1944,0.125,0.6736
2.69,6,7,0.0,2.69,7,0.875,0,1,1,0,0,55,0.2029,0.875,0.8564
2.84,7,9,0.0,2.84,6,0.75,0,0,1,1,0,52,0.2121,0.75,0.7962
2.2,6,6,3.5,-1.3,4,0.5,0,1,1,0,0,90,0.1346,0.0,0.4222
3.57,5,7,3.2,0.37,4,0.5,1,1,0,0,0,71,0.1647,0.5,0.6124
3.88,6,9,3.2,0.68,5,0.625,0,1,0,0,0,6,0.7,0.625,0.5847
2.04,5,9,2.5,-0.46,3,0.375,0,1,1,0,0,70,0.1667,0.0,0.3531
3.2,10,10,2.5,0.7,3,0.375,1,0,1,1,0,15,0.4828,0.375,0.7421
3.53,9,10,2.8,0.73,1,0.125,0,1,0,1,1,79,0.1505,0.125,0.4596
2.57,6,8,2.8,-0.23,1,0.125,1,1,1,0,0,30,0.3182,0.0,0.4909
3.58,5,7,0.0,3.58,8,1.0,1,0,1,1,1,63,0.1818,1.0,0.8776
3.26,5,7,3.0,0.26,6,0.75,0,1,1,1,1,67,0.1728,0.75,0.8402
3.86,10,10,3.5,0.36,3,0.375,0,0,0,0,1,33,0.2979,0.375,0.4292
3.96,8,9,2.8,1.16,7,0.875,1,1,1,0,1,87,0.1386,0.875,1.0
2.08,10,10,2.8,-0.72,5,0.625,1,1,0,1,0,48,0.2258,0.0,0.2802
2.89,8,8,2.8,0.09,5,0.625,1,1,1,1,0,39,0.2642,0.625,0.913
3.09,7,8,0.0,3.09,1,0.125,0,0,0,0,0,45,0.2373,0.125,0.2964
2.29,8,10,2.5,-0.21,4,0.5,1,0,1,0,0,28,0.3333,0.0,0.6107
2.67,6,9,2.8,-0.13,0,0.0,1,1,1,1,0,10,0.5833,0.0,0.4466
3.98,6,7,2.8,1.18,6,0.75,1,0,1,0,1,89,0.1359,0.75,0.8465
2.03,7,8,2.8,-0.77,0,0.0,1,1,1,0,0,74,0.1591,0.0,0.3837
2.91,5,7,3.2,-0.29,4,0.5,1,1,1,0,0,74,0.1591,0.0,0.6864
3.69,5,9,2.5,1.19,3,0.375,1,0,0,1,1,83,0.1443,0.375,0.5412
2.65,6,6,0.0,2.65,1,0.125,1,1,1,1,0,56,0.2,0.125,0.7071
2.96,10,10,0.0,2.96,4,0.5,1,0,0,0,0,89,0.1359,0.5,0.5608
3.96,7,10,0.0,3.96,1,0.125,1,1,0,0,0,89,0.1359,0.125,0.5687
2.95,4,6,2.8,0.15,2,0.25,1,1,0,0,0,23,0.3784,0.25,0.5755
2.26,5,9,3.2,-0.94,8,1.0,1,1,1,1,0,40,0.2593,0.0,0.6346
2.1,6,6,3.2,-1.1,3,0.375,1,1,1,0,0,9,0.6087,0.0,0.4951
3.89,4,7,3.0,0.89,3,0.375,1,1,0,0,0,64,0.1795,0.375,0.6243
2.53,4,7,2.8,-0.27,0,0.0,0,0,1,0,0,10,0.5833,0.0,0.2794
3.01,6,8,2.5,0.51,2,0.25,1,0,1,0,0,69,0.1687,0.25,0.7108
2.18,7,10,2.8,-0.62,3,0.375,1,0,0,0,0,73,0.1609,0.0,0.1835
2.85,7,8,2.5,0.35,6,0.75,0,1,1,1,0,38,0.2692,0.75,0.7899
3.86,7,7,3.2,0.66,1,0.125,1,1,1,1,0,57,0.1972,0.125,0.6978
3.0,6,6,2.8,0.2,8,1.0,0,1,1,0,1,86,0.14,1.0,0.9418
3.94,8,10,2.5,1.44,1,0.125,1,1,0,1,0,69,0.1687,0.125,0.4906
2.52,3,7,2.5,0.02,5,0.625,0,1,0,1,0,40,0.2593,0.625,0.5565
3.01,8,8,0.0,3.01,0,0.0,0,0,1,1,0,82,0.1458,0.0,0.518
3.72,3,6,3.2,0.52,7,0.875,0,0,1,1,0,4,0.7778,0.875,0.7521
2.9,7,7,0.0,2.9,6,0.75,1,1,1,1,1,21,0.4,0.75,0.9931
2.56,5,8,0.0,2.56,7,0.875,1,1,0,0,1,30,0.3182,0.875,0.7258
3.71,8,10,2.5,1.21,8,1.0,0,1,1,0,0,33,0.2979,1.0,0.8661
2.78,5,7,3.2,-0.42,7,0.875,1,0,0,0,0,61,0.1867,0.0,0.3375
3.06,6,8,2.8,0.26,5,0.625,1,1,1,0,0,72,0.1628,0.625,0.9493
3.95,6,10,3.0,0.95,7,0.875,0,0,1,1,0,5,0.7368,0.875,0.7756
2.37,5,7,2.8,-0.43,0,0.0,0,1,0,0,0,24,0.3684,0.0,0.1311
2.6,5,7,0.0,2.6,5,0.625,0,0,1,1,0,74,0.1591,0.625,0.7124
2.06,6,6,3.2,-1.14,8,1.0,0,0,1,1,1,46,0.2333,0.0,0.3944
2.78,8,10,2.5,0.28,3,0.375,0,1,1,0,0,28,0.3333,0.375,0.7564
2.4,6,6,0.0,2.4,8,1.0,1,1,1,1,1,40,0.2593,1.0,0.9605
3.36,4,7,2.8,0.56,4,0.5,1,1,1,1,0,55,0.2029,0.5,0.9127
2.36,3,6,0.0,2.36,4,0.5,1,0,0,0,1,54,0.2059,0.5,0.6233
3.35,5,9,0.0,3.35,2,0.25,1,1,1,1,1,75,0.1573,0.25,0.8115
2.53,6,7,3.2,-0.67,0,0.0,1,1,1,0,0,89,0.1359,0.0,0.3828
2.71,5,9,2.8,-0.09,7,0.875,0,1,1,0,0,73,0.1609,0.0,0.6156
2.7,6,9,2.5,0.2,6,0.75,0,0,1,0,0,10,0.5833,0.75,0.7624
3.43,6,6,2.5,0.93,3,0.375,1,1,0,0,0,38,0.2692,0.375,0.5488
2.93,6,7,3.0,-0.07,8,1.0,0,1,0,0,0,44,0.2414,0.0,0.4156
2.72,4,6,0.0,2.72,1,0.125,0,1,0,1,1,57,0.1972,0.125,0.4437
3.71,6,6,0.0,3.71,7,0.875,1,1,1,1,1,87,0.1386,0.875,0.9477
3.14,7,8,3.0,0.14,4,0.5,0,1,1,0,1,41,0.2545,0.5,0.7232
2.43,7,7,3.0,-0.57,5,0.625,0,0,1,0,0,32,0.3043,0.0,0.3451
3.8,5,6,3.5,0.3,0,0.0,1,0,1,0,0,81,0.1474,0.0,0.6044
2.69,6,8,2.8,-0.11,5,0.625,0,0,1,0,0,67,0.1728,0.0,0.4294
2.08,4,8,0.0,2.08,6,0.75,1,1,1,0,0,42,0.25,0.75,0.9407
2.99,7,10,2.8,0.19,8,1.0,0,0,1,0,0,84,0.1429,1.0,0.7241
2.25,8,9,3.0,-0.75,3,0.375,1,0,1,1,0,28,0.3333,0.0,0.4223
2.48,4,7,0.0,2.48,0,0.0,1,1,1,1,0,22,0.3889,0.0,0.6959
3.49,7,8,2.8,0.69,0,0.0,1,0,1,0,0,2,0.875,0.0,0.6439
2.26,2,6,2.5,-0.24,1,0.125,1,1,1,1,0,8,0.6364,0.0,0.4523
3.61,3,7,3.2,0.41,2,0.25,0,1,1,1,0,78,0.1522,0.25,0.6954
3.87,5,8,3.2,0.67,7,0.875,1,1,1,0,0,7,0.6667,0.875,0.9976
3.21,3,6,2.8,0.41,1,0.125,1,1,1,0,1,69,0.1687,0.125,0.7007
3.42,10,10,3.5,-0.08,1,0.125,0,1,1,0,0,7,0.6667,0.0,0.3984
3.43,5,8,3.5,-0.07,0,0.0,0,1,0,0,0,21,0.4,0.0,0.2138
3.99,7,9,0.0,3.99,3,0.375,1,1,1,0,0,32,0.3043,0.375,0.8184
2.68,5,7,2.8,-0.12,5,0.625,1,1,1,0,0,20,0.4118,0.0,0.6116
2.33,7,10,3.0,-0.67,2,0.25,1,0,0,0,0,12,0.5385,0.0,0.198
3.04,7,7,0.0,3.04,4,0.5,1,1,1,0,0,89,0.1359,0.5,0.8777
3.07,9,10,2.8,0.27,2,0.25,1,1,0,0,1,37,0.2745,0.25,0.5721
2.36,4,8,2.5,-0.14,7,0.875,1,1,1,0,0,39,0.2642,0.0,0.7113
3.23,6,9,3.5,-0.27,0,0.0,1,1,0,0,0,68,0.1707,0.0,0.3225
2.03,3,7,2.8,-0.77,1,0.125,0,1,0,0,0,83,0.1443,0.0,0.1663
3.86,7,10,3.0,0.86,5,0.625,1,1,1,0,1,27,0.3415,0.625,0.8852
2.53,5,6,2.8,-0.27,7,0.875,0,1,0,0,0,41,0.2545,0.0,0.3823
2.08,6,6,0.0,2.08,3,0.375,1,0,1,1,1,44,0.2414,0.375,0.7213
2.22,6,8,3.2,-0.98,0,0.0,1,1,1,0,1,24,0.3684,0.0,0.3542
2.48,6,10,0.0,2.48,4,0.5,1,0,1,1,1,12,0.5385,0.5,0.7394
2.55,6,10,0.0,2.55,2,0.25,0,1,0,1,0,83,0.1443,0.25,0.436
2.07,8,10,2.8,-0.73,2,0.25,1,1,0,0,0,63,0.1818,0.0,0.2748
2.56,5,8,3.0,-0.44,8,1.0,0,1,0,0,1,62,0.1842,0.0,0.391
2.39,8,10,2.5,-0.11,8,1.0,0,1,1,1,1,29,0.3256,0.0,0.7098
2.76,4,8,0.0,2.76,2,0.25,1,1,1,0,1,60,0.1892,0.25,0.7363
2.77,5,8,2.5,0.27,5,0.625,1,1,1,1,1,13,0.5185,0.625,0.8893
2.68,4,6,2.5,0.18,4,0.5,1,0,0,1,0,11,0.56,0.5,0.5275
2.66,6,9,0.0,2.66,8,1.0,0,1,0,0,0,86,0.14,1.0,0.5467
2.18,4,7,2.8,-0.62,8,1.0,1,0,0,0,0,21,0.4,0.0,0.2933
2.05,3,6,0.0,2.05,3,0.375,1,0,0,1,0,70,0.1667,0.375,0.5209
2.4,3,7,2.5,-0.1,0,0.0,0,1,1,0,0,26,0.35,0.0,0.4099
3.51,6,9,3.0,0.51,0,0.0,1,1,0,0,0,59,0.1918,0.0,0.4493
3.98,4,7,3.0,0.98,0,0.0,0,1,1,1,0,56,0.2,0.0,0.5662
3.86,7,7,2.5,1.36,7,0.875,0,0,0,0,0,66,0.175,0.875,0.5306
3.01,7,7,2.5,0.51,6,0.75,1,1,1,1,0,86,0.14,0.75,0.9683
3.06,6,8,2.5,0.56,7,0.875,1,0,1,1,0,39,0.2642,0.875,0.8364
2.63,6,9,3.5,-0.87,1,0.125,1,0,0,0,0,78,0.1522,0.0,0.1254
3.55,7,9,2.5,1.05,0,0.0,0,0,1,0,0,27,0.3415,0.0,0.4967
3.53,5,6,2.5,1.03,1,0.125,0,1,1,0,0,87,0.1386,0.125,0.6157
3.69,4,7,2.8,0.89,5,0.625,1,1,1,1,0,45,0.2373,0.625,0.8336
3.79,8,9,2.5,1.29,0,0.0,1,0,1,0,0,76,0.1556,0.0,0.5726
2.87,7,7,2.5,0.37,5,0.625,1,0,1,0,0,75,0.1573,0.625,0.721
3.53,4,6,0.0,3.53,8,1.0,0,1,1,1,0,58,0.1944,1.0,0.8741
3.61,3,7,3.0,0.61,1,0.125,1,1,0,0,0,87,0.1386,0.125,0.4946
2.62,5,9,3.0,-0.38,6,0.75,1,0,1,0,1,61,0.1867,0.0,0.3961
3.86,9,9,3.0,0.86,4,0.5,0,1,1,1,0,55,0.2029,0.5,0.7842
2.19,4,6,3.0,-0.81,8,1.0,0,1,1,0,1,23,0.3784,0.0,0.539
3.99,6,9,2.5,1.49,2,0.25,0,1,1,0,0,34,0.2917,0.25,0.65
3.54,5,6,3.2,0.34,2,0.25,0,0,0,0,0,1,0.9333,0.25,0.4017
2.19,9,9,3.0,-0.81,0,0.0,0,1,1,0,1,65,0.1772,0.0,0.2916
3.31,6,8,3.2,0.11,6,0.75,0,1,1,0,0,55,0.2029,0.75,0.7528
2.07,3,6,3.0,-0.93,7,0.875,0,1,0,0,0,63,0.1818,0.0,0.3781
3.54,7,7,2.8,0.74,0,0.0,1,1,1,1,0,57,0.1972,0.0,0.6919
3.6,6,10,2.5,1.1,4,0.5,1,1,1,0,0,23,0.3784,0.5,0.8731
3.2,8,8,2.8,0.4,6,0.75,1,1,1,0,0,90,0.1346,0.75,0.9125
3.71,7,9,0.0,3.71,7,0.875,1,1,0,1,0,40,0.2593,0.875,0.7319
2.2,5,9,2.8,-0.6,8,1.0,0,0,1,0,0,63,0.1818,0.0,0.4065
2.55,3,6,0.0,2.55,6,0.75,1,1,0,1,0,13,0.5185,0.75,0.6958
2.83,9,10,0.0,2.83,8,1.0,1,1,1,0,1,54,0.2059,1.0,1.0
2.08,6,7,3.5,-1.42,8,1.0,1,1,1,0,0,37,0.2745,0.0,0.6335
2.9,5,9,3.0,-0.1,8,1.0,0,1,1,0,1,84,0.1429,0.0,0.6407
2.53,7,8,2.8,-0.27,3,0.375,0,0,1,0,0,69,0.1687,0.0,0.3843
2.79,8,8,2.5,0.29,3,0.375,1,1,0,1,0,85,0.1414,0.375,0.5583
2.85,6,7,2.8,0.05,3,0.375,0,1,1,1,0,29,0.3256,0.375,0.73
3.76,9,10,3.2,0.56,8,1.0,0,1,1,0,0,60,0.1892,1.0,0.8744
2.54,2,6,3.0,-0.46,2,0.25,0,1,0,0,0,57,0.1972,0.0,0.194
3.79,9,10,3.0,0.79,6,0.75,1,0,1,0,0,23,0.3784,0.75,0.7941
2.85,6,7,2.8,0.05,5,0.625,1,0,1,0,0,30,0.3182,0.625,0.7082
2.66,6,10,2.5,0.16,0,0.0,0,1,0,0,0,61,0.1867,0.0,0.4011
3.01,3,6,3.0,0.01,4,0.5,1,1,1,0,0,14,0.5,0.5,0.855
2.84,6,6,3.5,-0.66,1,0.125,1,1,1,0,0,37,0.2745,0.0,0.4474
2.51,6,6,2.8,-0.29,6,0.75,0,1,1,0,0,67,0.1728,0.0,0.6597
3.01,4,8,2.8,0.21,4,0.5,1,1,1,1,0,76,0.1556,0.5,0.8666
2.3,6,7,2.8,-0.5,3,0.375,0,1,0,0,0,54,0.2059,0.0,0.2068
2.7,6,8,2.8,-0.1,0,0.0,1,1,0,0,0,61,0.1867,0.0,0.2739
3.13,8,10,3.5,-0.37,1,0.125,1,1,0,0,1,75,0.1573,0.0,0.2824
2.83,4,6,3.0,-0.17,6,0.75,1,1,0,1,1,21,0.4,0.0,0.5677
3.65,8,8,2.8,0.85,7,0.875,1,1,1,1,0,62,0.1842,0.875,0.968
2.51,7,9,2.8,-0.29,2,0.25,0,1,1,0,0,67,0.1728,0.0,0.5371
3.94,6,8,2.8,1.14,7,0.875,1,1,1,1,1,74,0.1591,0.875,0.9711
3.57,9,10,0.0,3.57,4,0.5,1,0,1,1,0,55,0.2029,0.5,0.7319
3.94,7,9,2.8,1.14,3,0.375,1,1,1,0,0,14,0.5,0.375,0.8875
3.68,6,6,3.2,0.48,4,0.5,1,1,1,0,0,5,0.7368,0.5,0.9188
2.28,5,8,3.0,-0.72,6,0.75,0,1,1,1,0,56,0.2,0.0,0.4889
3.05,7,7,2.5,0.55,8,1.0,0,0,0,0,0,25,0.359,1.0,0.5996
2.34,5,6,3.0,-0.66,4,0.5,0,1,0,0,1,34,0.2917,0.0,0.2277
3.64,10,10,3.0,0.64,3,0.375,1,0,1,0,0,42,0.25,0.375,0.7018
3.17,4,7,2.5,0.67,6,0.75,1,1,1,0,0,68,0.1707,0.75,0.9148
2.53,4,6,3.0,-0.47,4,0.5,1,1,1,1,0,32,0.3043,0.0,0.5793
3.86,3,7,3.0,0.86,3,0.375,0,1,0,1,0,53,0.209,0.375,0.4778
2.23,10,10,3.2,-0.97,4,0.5,0,1,1,1,1,45,0.2373,0.0,0.4599
3.13,8,8,0.0,3.13,4,0.5,0,1,0,1,1,5,0.7368,0.5,0.6547
3.44,7,10,2.5,0.94,1,0.125,1,1,1,1,1,63,0.1818,0.125,0.7307
2.12,4,8,2.8,-0.68,0,0.0,1,1,1,0,0,49,0.2222,0.0,0.423
3.2,5,6,0.0,3.2,5,0.625,1,1,1,1,1,20,0.4118,0.625,0.9091
3.63,6,7,2.8,0.83,1,0.125,1,1,1,0,0,67,0.1728,0.125,0.6374
2.14,4,6,3.0,-0.86,4,0.5,1,1,1,0,0,9,0.6087,0.0,0.5648
3.02,4,8,0.0,3.02,7,0.875,0,0,1,1,0,24,0.3684,0.875,0.7693
2.52,7,7,2.8,-0.28,1,0.125,0,1,0,1,0,22,0.3889,0.0,0.3101
3.33,8,10,3.5,-0.17,3,0.375,0,1,0,0,0,59,0.1918,0.0,0.2907
2.24,6,7,2.8,-0.56,8,1.0,0,0,1,0,0,90,0.1346,0.0,0.4073
3.87,7,7,2.8,1.07,0,0.0,1,0,1,0,1,76,0.1556,0.0,0.6191
3.79,8,10,2.8,0.99,6,0.75,0,1,1,1,0,13,0.5185,0.75,0.8783
2.37,4,8,2.5,-0.13,1,0.125,1,1,0,0,0,6,0.7,0.0,0.3583
2.65,6,6,0.0,2.65,8,1.0,1,1,0,0,0,72,0.1628,1.0,0.7628
3.18,7,8,3.0,0.18,3,0.375,1,1,1,0,0,53,0.209,0.375,0.7874
3.44,7,7,2.8,0.64,0,0.0,1,1,1,1,0,33,0.2979,0.0,0.7337
2.89,8,9,2.5,0.39,6,0.75,0,1,1,1,0,80,0.1489,0.75,0.8345
2.31,8,8,0.0,2.31,1,0.125,1,0,0,1,0,17,0.4516,0.125,0.3547
2.21,9,9,3.2,-0.99,3,0.375,0,1,0,1,0,12,0.5385,0.0,0.11
4.0,7,10,0.0,4.0,4,0.5,1,1,1,0,1,45,0.2373,0.5,0.8533
2.91,5,9,3.0,-0.09,6,0.75,1,1,1,0,1,25,0.359,0.0,0.7248
3.75,3,7,2.8,0.95,3,0.375,0,0,1,0,0,21,0.4,0.375,0.6876
2.96,6,7,2.8,0.16,7,0.875,0,1,1,0,0,57,0.1972,0.875,0.8389
3.84,5,8,2.5,1.34,4,0.5,1,1,1,1,0,28,0.3333,0.5,0.8669
2.18,6,8,2.5,-0.32,3,0.375,1,1,0,0,0,53,0.209,0.0,0.2938
2.23,6,7,2.8,-0.57,3,0.375,1,1,1,1,1,52,0.2121,0.0,0.5448
3.86,8,10,3.0,0.86,7,0.875,1,1,1,0,0,72,0.1628,0.875,0.955
3.89,6,10,2.5,1.39,5,0.625,1,1,0,0,0,88,0.1373,0.625,0.6457
2.63,4,7,2.8,-0.17,1,0.125,1,1,1,1,0,57,0.1972,0.0,0.4795
2.71,5,9,2.8,-0.09,6,0.75,0,0,0,0,1,26,0.35,0.0,0.3039
2.9,7,10,2.5,0.4,3,0.375,1,1,1,0,1,52,0.2121,0.375,0.755
2.83,5,6,2.8,0.03,3,0.375,1,1,1,1,0,44,0.2414,0.375,0.7795
2.38,5,7,0.0,2.38,0,0.0,1,1,1,0,1,41,0.2545,0.0,0.7057
3.8,8,9,2.8,1.0,8,1.0,1,1,1,0,0,32,0.3043,1.0,0.93
2.51,4,8,0.0,2.51,0,0.0,1,1,1,0,0,8,0.6364,0.0,0.7582
3.41,8,9,2.8,0.61,8,1.0,1,1,1,1,1,23,0.3784,1.0,1.0
2.13,6,8,2.5,-0.37,0,0.0,1,1,1,0,0,54,0.2059,0.0,0.4308
2.08,3,6,2.8,-0.72,4,0.5,0,0,0,0,0,7,0.6667,0.0,0.1014
3.31,7,8,2.8,0.51,0,0.0,1,1,1,0,0,15,0.4828,0.0,0.6988
2.68,4,8,3.2,-0.52,4,0.5,0,0,0,0,0,52,0.2121,0.0,0.1347
3.31,8,10,2.8,0.51,7,0.875,1,1,1,1,0,90,0.1346,0.875,0.9412
2.19,4,6,3.2,-1.01,5,0.625,0,1,1,0,0,16,0.4667,0.0,0.4241
3.9,2,6,2.5,1.4,4,0.5,1,1,1,1,0,8,0.6364,0.5,0.853
3.5,6,6,2.8,0.7,1,0.125,1,0,1,1,0,32,0.3043,0.125,0.6076
